food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
popcorn oil popped,64,4.8,0.8,1.1,2.6,5.0,0.027,0.8,0.9,0.0,0.018,0.1,0.0,0.074,0.052,0.0,0.099,0.1,0.1,0.067,0.086,0.0,0.3,0.08,0.4,0.062,0.2,8.7,0.051,21.9,20.0,0.03,0.3,12.109
cheese popcorn,58,3.7,0.7,1.1,1.7,5.7,0.0,1.0,1.1,1.2,0.002,0.3,0.09,0.009,0.06,0.076,0.017,0.2,0.089,0.015,0.074,0.0,0.0,0.0,12.4,0.044,0.2,10.0,0.097,39.7,28.7,0.096,0.2,24.284
raisin bran crunch kelloggs,90,0.5,0.0,0.0,0.0,21.2,9.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6.0,2.2,0.0,0.054,113.9,0.0,0.026,0.087,0.0,0.092,1.5,0.6,0.058,0.0,0.0,0.2,0.046,12.6,0.065,0.6,12.6,0.1,34.5,91.1,0.01,0.4,58.2
multigrain cheerios general mills,4,0.005,0.0,0.08,0.095,1.0,0.2,0.038,0.1,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0.0,0.049,141.5,0.0,0.1,0.022,0.0,0.017,1.8,0.6,0.2,0.0,0.0,0.051,0.093,18.2,0.1,1.7,58.2,1.1,72.8,123.8,0.026,1.0,67.9
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1.0,1.2,0.0,0.016,0.3,0.0,0.031,0.099,0.0,0.092,0.2,0.097,0.057,0.0,0.0,0.097,0.071,0.6,0.02,0.3,11.5,0.092,28.6,26.3,0.0,0.2,9.7
popcorn unpopped,106,1.2,0.2,0.3,0.7,20.9,0.3,3.1,3.6,0.0,0.001,3.0,0.0,0.087,0.001,0.0,0.051,0.5,0.1,0.054,0.0,0.0,0.026,0.0,1.4,0.042,0.9,34.8,0.3,84.6,77.5,0.0,0.8,31.1
whole wheat cooked,150,1.0,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0.0,0.6,202.3,0.0,0.2,0.085,0.0,0.1,2.2,0.4,0.2,0.0,0.0,0.6,0.056,16.9,0.2,1.5,53.2,1.4,167.0,171.8,0.025,1.2,61.3
wheat sprouted,214,1.4,0.2,0.2,0.6,45.9,0.0,8.1,1.2,0.0,0.026,51.6,0.0,0.2,0.023,0.0,0.2,3.3,1.0,0.3,2.8,0.0,0.0,0.0,30.2,0.3,2.3,88.6,2.0,216.0,182.5,0.004,1.8,91.9
whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0.0,0.036,2.8,0.0,0.1,0.053,0.0,0.087,1.4,0.3,0.1,0.0,0.0,0.4,0.092,11.2,0.1,0.9,34.2,0.9,106.1,108.9,0.031,0.7,39.6
caramel popcorn,122,3.6,1.0,0.8,1.3,22.4,15.1,1.1,1.5,1.4,0.069,0.8,0.066,0.044,0.079,0.0,0.086,0.6,0.018,0.052,0.0,0.0,0.3,0.094,12.2,0.054,0.5,9.9,0.1,23.5,30.8,0.067,0.2,41.396
wheat puffed,44,0.1,0.025,0.0,0.0,9.6,0.0,1.8,0.5,0.0,0.03,0.4,0.0,0.3,0.092,0.0,0.2,4.2,0.092,0.041,0.0,0.0,0.0,0.0,3.4,0.086,3.8,17.4,0.2,42.6,41.8,0.084,0.3,19.2
roggenmischbrot sonnenblumenkerne aldi,82,3.1,9.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
wheat germ,112,3.0,0.5,0.4,1.9,16.1,0.0,7.2,4.1,0.0,0.037,3.4,0.0,0.6,0.087,0.0,0.2,2.1,0.7,0.4,0.0,0.0,0.0,0.0,12.1,0.2,1.9,74.1,4.1,261.0,276.5,0.056,3.8,44.4
microwave popcorn,465,26.3,12.7,9.2,3.6,49.8,0.3,7.3,8.7,0.0,0.6,0.8,0.7,0.072,0.073,0.034,0.0,0.073,1.4,0.2,0.3,0.0,0.0,2.5,0.052,20.0,0.2,1.8,95.7,0.7,239.3,341.9,0.004,93.352
millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0.0,0.046,124.3,0.0,0.2,0.088,0.0,0.1,2.3,0.3,0.2,0.0,0.0,0.019,0.021,5.2,0.3,1.1,76.6,0.5,174.0,107.9,0.094,1.6,57.6
buckwheat raw,41,0.4,0.007,0.1,0.1,8.6,0.0,1.6,1.2,0.0,0.054,1.2,0.0,0.054,0.03,0.0,0.015,0.8,0.1,0.005,0.0,0.0,0.0,0.0,2.2,0.1,0.3,27.7,0.2,41.6,55.2,0.094,0.3,14.3
barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6.0,0.0,0.064,108.0,0.0,0.1,0.008,0.0,0.037,3.2,0.2,0.2,0.0,0.0,0.098,0.057,17.3,0.2,2.1,34.5,0.4,84.8,146.0,0.073,1.3,73.9
oats,39,0.7,0.1,0.2,0.3,6.6,0.0,1.7,1.1,0.0,0.074,0.8,0.0,0.01,0.085,0.0,0.026,0.016,0.1,0.032,0.0,0.0,0.0,0.0,5.4,0.006,0.5,17.7,0.5,52.3,42.9,0.0,0.4,16.0
amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0.0,0.077,1.1,0.0,0.084,0.065,0.0,0.004,0.073,0.1,0.024,0.4,0.0,0.1,0.0,15.9,0.048,0.8,24.8,0.3,55.7,50.8,0.05,0.3,26.4
quinoa dry,221,3.6,0.4,1.0,2.0,38.5,0.0,8.5,4.2,0.0,0.026,8.0,0.0,0.2,0.1,0.0,0.2,0.9,0.5,0.3,0.0,0.0,1.5,0.0,28.2,0.4,2.7,118.2,1.2,274.2,337.8,0.056,1.9,85.7
wheat shredded,155,1.0,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0.0,0.086,2.8,0.0,0.1,0.002,0.0,0.01,2.4,0.1,0.5,4.6,0.0,0.0,0.041,23.0,0.2,1.4,61.2,1.2,170.2,173.0,0.06,1.4,76.9
cattail,5,0.0,0.0,0.0,0.0,1.0,0.074,0.2,0.9,0.0,0.031,17.6,0.0,0.075,0.005,0.0,0.054,0.082,0.089,0.012,0.1,0.0,0.0,0.021,10.3,0.03,0.2,12.0,0.1,8.6,58.7,0.091,0.064,12.7
peanut granola bar,116,5.7,0.8,1.7,2.9,15.0,8.2,2.4,0.7,0.0,0.006,0.6,0.062,0.006,0.01,0.0,0.008,0.5,0.1,0.023,0.012,0.0,1.3,0.095,9.8,0.02,0.6,13.2,0.3,33.4,69.8,0.061,0.3,34.218
vanilla bluberry bar kind,49,1.4,8.4,2.5,0.7,0.9,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
coconut granola bar,150,9.1,6.4,1.4,0.9,15.6,9.7,1.5,1.8,0.0,0.006,1.7,0.0,0.041,0.008,0.053,0.064,0.1,0.0,0.056,0.1,0.0,0.019,0.072,11.9,0.045,0.5,15.8,0.0,43.6,71.9,0.053,0.3,40.5
almond granola bar,119,6.1,3.0,1.9,0.9,14.9,0.0,1.8,1.2,0.0,0.067,0.7,0.0,0.031,0.009,0.0,0.0,0.1,0.1,0.077,0.0,0.0,0.0,0.0,7.7,0.017,0.6,19.4,0.3,54.7,65.5,0.06,0.4,32.3
chocolate chip granola bar,105,3.9,2.7,0.6,0.3,17.3,0.0,1.8,1.1,0.0,0.062,0.6,0.0,0.076,0.014,0.0,0.071,0.1,0.1,0.057,0.1,0.0,0.0,0.0,18.5,0.008,0.7,17.3,0.4,49.0,60.2,0.018,0.5,43.38
fruit granola bar,82,0.2,0.034,0.032,0.093,18.6,13.3,1.4,1.8,0.0,0.028,3.3,0.0,0.006,0.007,0.002,0.009,0.034,0.0,0.4,0.4,0.0,0.071,0.099,0.7,0.003,1.0,12.0,0.0,29.3,52.8,0.052,0.3,24.1
granola bar,99,4.2,0.5,0.9,2.5,13.5,6.0,2.1,1.1,0.0,0.084,0.8,0.0,0.059,0.011,0.0,0.061,0.3,0.2,0.003,0.2,0.0,0.4,0.022,12.8,0.081,0.6,20.4,0.4,58.2,70.6,0.027,0.4,34.5
peanut bar,209,13.5,1.9,6.7,4.3,19.0,16.9,6.2,1.6,0.0,0.059,0.6,0.0,0.051,0.042,0.0,0.093,3.2,0.3,0.089,0.0,0.0,1.6,0.0,31.2,0.3,0.4,44.0,0.5,123.2,162.8,0.043,1.6,71.9
milk cereal bar,103,2.7,2.3,0.3,0.01,18.0,11.5,1.6,0.1,1.5,0.087,2.2,0.085,0.2,0.094,0.046,0.2,2.0,0.1,0.2,3.9,0.027,0.1,0.002,102.5,0.028,1.5,5.3,0.055,38.8,63.5,0.041,0.2,130.334
almond rice bar,128,5.7,1.1,2.1,2.2,18.1,0.0,2.0,1.0,0.0,0.0,1.9,0.0,0.4,0.0,0.0,0.4,4.9,0.2,0.5,3.2,0.0,0.0,0.0,20.7,0.057,1.8,19.9,0.4,46.8,64.1,0.0,1.5,52.5
fruit nut squares,55,1.3,0.1,0.2,1.0,10.3,6.4,0.3,0.3,0.0,0.086,1.9,0.0,0.033,0.021,0.0,0.014,0.008,0.099,0.049,0.065,0.0,0.004,0.068,2.4,0.054,0.1,3.5,0.052,7.6,11.5,0.068,0.034,14.762
rice wheat cereal bar,90,2.0,0.0,1.4,0.5,16.0,7.0,2.0,0.4,0.0,0.1,1.7,0.0,0.2,0.013,0.0,0.2,2.0,0.018,0.2,0.0,0.0,0.6,0.058,6.8,0.01,0.6,10.1,0.3,29.9,31.5,0.097,0.4,27.8
crisped rice bar,113,3.8,1.5,1.1,1.0,20.4,0.0,1.4,0.6,0.0,0.01,2.0,0.0,0.1,0.019,0.0,0.2,2.0,0.0,0.2,0.0,0.0,0.0,0.0,5.9,0.045,1.8,13.4,0.3,37.5,47.0,0.02,0.2,33.9
rice pilaf cooked,352,8.8,1.8,3.7,3.0,61.1,0.6,7.0,1.4,0.0,1.0,158.2,0.055,0.4,0.0,0.0,0.012,4.4,0.6,0.3,0.0,0.0,0.6,0.0,69.0,0.1,2.0,26.2,0.7,114.2,164.2,0.049,0.9,149.399
wild rice cooked,166,0.6,0.078,0.03,0.3,35.0,1.2,6.5,3.0,0.0,0.008,121.2,0.0,0.044,0.051,0.0,0.1,2.1,0.3,0.2,0.0,0.0,0.4,0.047,4.9,0.2,1.0,52.5,0.5,134.5,165.6,0.016,2.2,51.0
congee with pork shrimp and squid plus egg,178,0.3,39.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0.0,5.1,5.1,2.0,1.1,144.9,0.0,0.2,0.074,0.0,0.2,3.6,0.6,0.2,0.4,0.0,0.0,0.0,16.2,0.048,1.9,24.2,0.4,74.7,84.8,0.0,0.6,77.7
instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0.0,0.039,8.0,0.0,0.9,0.3,0.0,0.044,6.7,0.4,0.1,0.0,0.0,0.079,0.095,20.9,0.2,6.0,13.3,0.9,112.1,25.7,0.011,1.4,115.2
rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0.0,0.2,1.1,0.2,0.6,0.0,0.0,0.7,7.3,0.006,0.8,12.9,0.0,0.003,0.0,1.4,0.08,2.9,6.7,0.3,26.9,30.2,0.096,0.3,43.9
instant white rice cooked,193,0.8,0.088,0.1,0.032,41.4,0.0,3.6,1.0,0.0,0.001,118.8,0.0,0.1,0.1,0.0,0.059,2.9,0.075,0.059,0.0,0.0,0.008,0.0,13.2,0.088,2.9,8.3,0.6,61.1,14.9,0.006,0.8,62.9
rice cracker cake,111,1.2,0.2,0.4,0.4,23.0,0.2,2.0,1.2,0.0,0.097,1.6,0.0,0.011,0.092,0.0,0.049,2.2,0.0,0.057,0.0,0.0,0.4,0.063,3.1,0.1,0.4,37.1,0.0,101.9,121.1,0.06,0.8,30.9
parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0.0,0.088,111.2,0.0,0.3,0.1,0.0,0.098,3.6,0.5,0.2,0.0,0.0,0.074,0.0,30.0,0.1,2.9,14.2,0.6,86.9,88.5,0.055,0.6,80.7
white rice steamed,199,0.4,0.0,0.0,0.0,44.7,0.0,4.2,1.2,0.0,0.009,82.5,0.0,0.031,0.01,0.0,0.012,0.7,0.0,0.006,0.0,0.0,0.0,0.0,6.6,0.027,0.5,6.6,0.6,43.6,26.4,0.0,0.9,57.6
brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0.0,0.024,0.5,0.0,0.013,0.025,0.0,0.079,0.7,0.012,0.071,0.0,0.0,0.1,0.096,1.0,0.08,0.1,11.8,0.3,32.4,26.1,0.099,0.3,9.8
glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0.0,0.027,133.3,0.0,0.01,0.012,0.0,0.025,0.5,0.4,0.033,0.0,0.0,0.031,0.0,3.5,0.017,0.2,8.7,0.5,13.9,17.4,0.072,0.7,45.9
brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0.0,0.086,142.3,0.0,0.2,0.007,0.0,0.016,2.6,0.6,0.3,0.0,0.0,0.074,0.071,19.5,0.2,1.0,85.8,1.8,150.2,154.1,0.093,1.2,75.9
beef flavored rice cooked,319,7.9,2.1,3.5,2.9,54.4,0.0,7.0,1.5,0.0,0.9,175.2,0.0,0.4,0.0,0.0,0.04,3.3,0.4,0.022,0.0,0.0,0.7,0.0,24.7,0.1,2.2,24.7,0.6,81.5,118.6,0.063,1.0,97.7
white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0.0,0.077,108.1,0.0,0.3,0.073,0.0,0.009,2.3,0.6,0.1,0.0,0.0,0.031,0.0,15.8,0.1,1.9,19.0,0.7,67.9,55.3,0.059,0.8,67.5
chicken flavored rice cooked,317,8.0,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0.0,0.9,161.5,0.068,0.3,0.0,0.0,0.018,3.3,0.4,0.1,0.0,0.0,0.6,0.0,16.3,0.1,2.2,23.3,0.7,83.9,135.1,0.088,1.1,89.138
cheshire cheese,110,8.7,5.5,2.5,0.2,1.4,0.0,6.6,0.0,29.1,0.2,10.7,0.004,0.082,0.074,0.071,0.099,0.071,0.1,0.075,0.0,0.0,0.0,0.0,182.0,0.035,0.005,5.9,0.02,131.3,26.9,0.006,0.8,198.767
edam cheese,107,8.3,5.6,2.4,0.2,0.4,0.0,7.5,0.0,26.7,0.3,12.5,0.03,0.08,0.048,0.086,0.1,0.004,0.029,0.014,0.0,0.055,0.03,0.084,219.3,0.072,0.1,9.0,0.08,160.8,56.4,0.028,1.1,235.628
american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0.0,25.0,0.4,9.9,0.036,0.064,0.069,0.012,0.068,0.023,0.1,0.06,0.0,0.007,0.2,0.093,261.3,0.034,0.2,6.5,0.086,160.3,33.0,0.014,0.6,274.886
blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0.0,22.5,0.3,12.7,0.018,0.008,0.03,0.011,0.1,0.3,0.5,0.015,0.0,0.087,0.09,0.047,158.4,0.004,0.063,6.9,0.054,116.1,76.8,0.035,0.8,174.154
pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,77.4,0.0,0.0,0.085,0.033,0.0,0.014,0.5,0.2,0.1,43.0,0.0,0.078,0.061,11.7,0.091,0.3,10.8,0.8,7.2,98.1,0.061,13.97
rowan,253,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,34.2,2.4,5.0,73.0,0.4,118.6,298.7,0.0,1.0,176.4
banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,112.4,0.0,0.0,0.085,0.045,0.0,0.1,1.0,0.5,0.6,13.1,0.0,0.2,0.035,7.5,0.1,0.4,40.5,0.4,33.0,537.0,0.049,41.084
kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,57.3,0.0,0.0,0.067,0.089,0.0,0.066,0.2,0.1,0.086,64.0,0.0,1.0,0.091,23.5,0.002,0.2,11.7,0.064,23.5,215.3,0.034,13.588
orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,159.6,0.0,0.0,0.2,0.08,0.0,0.089,0.5,0.5,0.1,97.9,0.0,0.3,0.0,73.6,0.094,0.2,18.4,0.057,25.8,333.0,0.035,28.073
yellow plantain fried,399,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0.0,0.079,82.9,0.0,0.1,0.0,0.0,0.061,1.4,1.0,0.5,0.0,0.0,1.9,0.05,10.1,0.2,1.0,76.1,0.5,72.7,856.8,0.077,0.4,100.5
pomegranate,117,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0.0,0.042,109.9,0.0,0.0,0.008,0.059,0.0,0.004,0.4,0.5,0.1,14.4,0.0,0.8,0.066,14.1,0.2,0.4,16.9,0.2,50.8,332.8,0.09,36.33
fruit walnut salad mcdonalds,312,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0.0,5.3,0.017,200.5,0.0,0.1,0.061,0.041,0.1,0.3,0.4,0.3,383.6,0.0,0.0,0.0,171.6,0.3,0.9,34.3,0.0,129.4,0.0,0.0,0.7,618.0
grapefruit,53,0.2,0.092,0.048,0.006,13.3,8.6,1.0,2.0,0.0,0.0,110.1,0.0,0.0,0.051,0.01,0.0,0.032,0.3,0.3,0.027,39.0,0.0,0.2,0.0,27.5,0.087,0.1,11.3,0.067,22.5,168.8,0.032,16.592
japanese persimmon,118,0.3,0.089,0.077,0.086,31.2,21.1,1.0,6.0,0.0,0.067,134.9,0.0,0.0,0.063,0.018,0.0,0.027,0.2,0.0,0.2,12.6,0.0,1.2,0.066,13.4,0.2,0.3,15.1,0.6,28.6,270.5,0.024,38.927
cantaloupe melon,60,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0.0,0.087,159.6,0.0,0.0,0.051,0.013,0.0,0.098,1.3,0.2,0.1,65.0,0.0,0.015,0.028,15.9,0.018,0.4,21.2,0.064,26.6,472.6,0.082,17.939
guava,37,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3.0,0.0,0.056,44.4,0.0,0.0,0.052,0.007,0.0,0.049,0.6,0.2,0.069,125.6,0.0,0.4,0.019,9.9,0.1,0.1,12.1,0.02,22.0,229.4,0.078,12.956
watermelon,86,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0.0,0.043,261.5,0.0,0.0,0.089,0.07,0.0,0.037,0.5,0.6,0.1,23.2,0.0,0.1,0.016,20.0,0.1,0.7,28.6,0.1,31.5,320.3,0.089,25.025
breadfruit,227,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0.0,0.057,155.4,0.0,0.0,0.2,0.07,0.0,0.031,2.0,1.0,0.2,63.8,0.0,0.2,0.045,37.4,0.2,1.2,55.0,0.1,66.0,1078.0,0.008,73.872
plantain raw,218,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3.0,0.0,0.082,116.7,0.1,0.1,0.002,0.0,0.1,1.2,0.5,0.4,32.9,0.0,0.3,0.01,5.4,0.1,1.0,64.4,0.0,57.3,871.7,0.068,0.3,102.4
cherimoya,176,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,186.6,0.0,0.0,0.2,0.034,0.0,0.3,1.5,0.8,0.6,29.6,0.0,0.6,0.0,23.5,0.2,0.6,40.0,0.2,61.1,674.5,0.0,54.8
pokeberry shoots raw,37,0.6,0.0,0.0,0.0,5.9,0.0,4.2,2.7,0.0,0.05,146.6,0.0,0.0,0.1,0.001,0.0,0.5,1.9,0.04,0.2,217.6,0.0,0.0,0.0,84.8,0.3,2.7,28.8,0.7,70.4,387.2,0.006,13.9
mango,202,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,280.4,0.0,0.0,0.034,0.1,0.0,0.1,2.2,0.7,0.4,122.3,0.0,3.0,0.019,37.0,0.4,0.5,33.6,0.2,47.0,564.5,0.08,60.641
apricot juice,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,211.4,0.0,0.0,0.048,0.043,0.0,0.025,0.8,0.2,0.1,12.0,0.0,1.5,0.053,29.3,0.1,0.7,24.4,0.1,48.8,402.6,0.028,35.804
strawberries canned,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,191.4,0.0,0.024,0.008,0.0,0.051,0.1,0.5,0.1,80.5,0.0,0.5,0.091,33.0,0.2,1.2,20.3,0.5,30.5,218.4,0.007,0.2,180.9
raspberries canned,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,192.8,0.0,0.094,0.074,0.0,0.07,1.1,0.6,0.1,22.3,0.0,1.5,0.074,28.2,0.1,1.1,30.7,0.6,23.0,240.6,0.092,0.4,122.2
apple dried,145,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,214.5,0.0,0.093,0.0,0.0,0.013,0.3,0.1,0.1,2.6,0.0,0.3,0.036,7.7,0.1,0.8,10.2,0.051,23.0,267.8,0.076,0.1,56.1
peach dried,199,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,201.5,0.0,0.029,0.0,0.0,0.006,3.9,0.5,0.039,9.5,0.0,0.2,0.06,23.2,0.3,3.4,33.5,0.3,98.0,825.6,0.068,0.5,97.5
golden raisins,498,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,24.7,0.0,0.031,0.067,0.0,0.3,1.9,0.2,0.5,5.3,0.0,0.2,0.066,87.5,0.6,3.0,57.8,0.5,189.8,1230.9,0.062,0.5,240.0
zante currants dried,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,27.7,0.0,0.2,0.07,0.0,0.2,2.3,0.007,0.4,6.8,0.0,0.2,0.07,123.8,0.7,4.7,59.0,0.7,180.0,1284.5,0.098,1.0,258.1
cranberries dried,370,1.6,0.1,0.2,0.8,98.8,78.0,0.053,6.8,0.0,0.037,19.2,0.0,0.05,0.0,0.0,0.029,1.2,0.3,0.004,0.2,0.0,1.3,0.066,12.0,0.003,0.6,6.0,0.3,9.6,48.0,0.09,0.1,120.036
mamey sapote,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,113.5,0.0,0.018,0.094,0.0,0.2,2.5,0.7,1.3,40.3,0.0,3.7,0.0,31.5,0.4,1.4,19.3,0.4,45.5,794.5,0.0,0.3,142.2
nance,82,1.3,0.0,0.0,0.0,19.0,9.3,0.7,8.4,0.0,0.039,90.3,0.0,0.0,0.086,0.032,0.0,0.022,0.3,0.2,0.098,103.6,0.0,1.4,0.078,51.5,0.037,0.4,22.4,0.3,11.2,273.3,0.017,29.436
pummelo,48,0.06,0.0,0.0,0.0,12.0,0.0,1.0,1.3,0.0,0.094,111.4,0.0,0.0,0.067,0.0,0.0,0.098,0.3,0.0,0.005,76.3,0.0,0.0,0.0,5.0,0.097,0.1,7.5,0.005,21.3,270.0,0.0,14.376
soursop,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,182.6,0.0,0.2,0.001,0.0,0.1,2.0,0.6,0.1,46.4,0.0,0.2,0.031,31.5,0.2,1.4,47.3,0.0,60.8,625.5,0.017,0.2,127.6
papaya,62,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0.0,0.004,127.7,0.0,0.0,0.097,0.061,0.0,0.07,0.5,0.3,0.014,88.3,0.0,0.4,0.06,29.0,0.017,0.4,30.5,0.026,14.5,263.9,0.086,19.422
acerola cherry,2,0.052,0.074,0.086,0.036,0.4,0.0,0.079,0.077,0.0,0.088,4.4,0.0,0.0,0.039,0.038,0.0,0.093,0.026,0.072,0.076,80.5,0.0,0.0,0.0,0.6,0.007,0.021,0.9,0.0,0.5,7.0,0.045,0.707
dill weed dried,253,4.4,0.2,0.0,0.0,55.8,0.0,20.0,13.6,0.0,0.2,7.3,0.0,0.0,0.4,0.0,0.0,0.3,2.8,0.0,1.7,50.0,0.0,0.0,0.0,1784.0,0.5,48.8,451.0,4.0,543.0,3308.0,0.0,96.0
thyme dried,276,7.4,2.7,0.5,1.2,63.9,1.7,9.1,37.0,0.0,0.016,7.8,0.0,0.0,0.5,0.3,0.0,0.4,4.9,0.0,0.6,50.0,0.0,7.5,1.7,1890.0,0.9,123.6,220.0,7.9,201.0,814.0,0.068,120.6
dock,29,0.9,0.0,0.0,0.0,4.3,0.0,2.7,3.9,0.0,0.025,123.7,0.0,0.0,0.0,0.091,0.0,0.1,0.7,0.029,0.2,63.8,0.0,0.0,0.0,58.5,0.2,3.2,137.0,0.5,83.8,518.7,0.067,12.2
gushers fruit gushers,360,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
caramel med iced coffee dunkin donuts,268,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
pili nuts dried,863,95.5,37.4,44.7,9.1,4.8,0.0,13.0,0.0,0.0,0.014,3.3,0.0,1.1,0.066,0.0,0.1,0.6,0.6,0.1,0.7,0.0,0.0,0.0,174.0,1.1,4.2,362.4,2.8,690.0,608.4,0.0,3.6,292.2
menhaden fish oil,1966,218.0,66.3,58.2,74.5,0.0,0.0,0.0,0.0,1135.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
nutmeg butter oil,1927,218.0,196.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
