food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio,PCA1,PCA2,Cluster
burdock root cooked,146,0.2,0.0,0.0,0.0,35.1,5.9,3.5,3.0,0.0,0.4,125.6,0.0,0.005,0.067,0.0,0.079,0.5,0.6,0.5,4.3,0.0,0.8,0.063,81.3,0.1,1.3,64.7,0.4,154.4,597.6,0.053,0.6,128.7,703.9000000000001,4.82123287671233,0.0958904109589041,0.9616438356164384,0.012328767123287671,662.3000000000001,4.536301369863014,0.5084745762711864,0.0,-0.3450941478341143,-1.8411492610146525,0
cassava,330,0.6,0.2,0.2,0.061,78.4,3.5,2.8,3.7,0.0,0.099,122.9,0.0,0.0,0.2,0.051,0.0,0.082,1.8,0.2,0.2,42.4,0.0,0.4,0.011,33.0,0.2,0.6,43.3,0.8,55.6,558.3,0.086,85.964,183.961,0.5574575757575758,0.033939393939393936,0.9503030303030304,0.01636363636363636,98.6,0.29878787878787877,1.0571428571428572,0.33333333333333337,-0.17383641860810412,-0.7655147431143454,1
peas carrots cooked,77,0.7,0.1,0.004,0.3,16.2,7.0,4.9,5.0,0.0,0.5,137.3,0.0,0.4,0.016,0.0,0.1,1.8,0.3,0.1,13.0,0.0,0.8,0.057,36.8,0.1,1.5,25.6,0.3,78.4,252.8,0.035,0.7,78.1,304.904,3.9597922077922076,0.2545454545454546,0.8415584415584415,0.08181818181818182,278.40000000000003,3.615584415584416,0.7142857142857143,0.14285714285714288,-0.7470691014308584,-1.0393140822068092,1
romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6,0.6,1.0,0.0,0.083,44.5,0.0,0.09,0.051,0.0,0.006,0.1,0.092,0.026,1.9,0.0,0.011,0.099,15.5,0.07,0.5,6.6,0.002,14.1,116.1,0.045,0.1,21.1,126.01299999999999,15.751624999999999,0.3,0.75,0.1125,122.69999999999999,15.337499999999999,1.6666666666666667,0.49,-2.0855064999295045,-2.501185729690062,0
yam raw,177,0.3,0.067,0.019,0.1,41.8,0.8,2.3,6.2,0.0,0.017,104.4,0.0,0.0,0.2,0.002,0.0,0.001,0.8,0.5,0.4,25.7,0.0,0.5,0.025,25.5,0.3,0.8,31.5,0.6,82.5,1224.0,0.1,51.39,159.486,0.9010508474576271,0.0519774011299435,0.9446327683615818,0.015254237288135592,109.0,0.615819209039548,7.75,0.22333333333333336,-0.7114118083246568,-0.7409385330079323,1
chowchow pickles,296,2.2,0.4,0.4,1.0,65.3,58.5,3.7,3.7,0.0,1.3,168.8,0.0,0.0,0.067,0.0,0.066,0.0,0.2,0.022,14.7,0.0,0.4,0.2,56.4,0.2,3.4,51.5,0.2,53.9,490.0,0.091,0.6,149.4,616.0,2.081081081081081,0.05,0.8824324324324324,0.06689189189189189,541.5,1.8293918918918919,0.06324786324786325,0.18181818181818182,0.9846999275428208,-1.3424321264347014,1
prairie turnips raw,20,0.029,0.0,0.0,0.0,4.5,0.1,0.3,1.0,0.0,0.059,7.7,0.0,0.019,0.051,0.0,0.02,0.1,0.0,0.027,0.7,0.0,0.0,0.0,16.5,0.037,0.2,8.0,0.097,3.9,19.8,0.087,0.05,23.255,33.6,1.6800000000000002,0.06,0.9,0.01305,27.8,1.3900000000000001,10.0,0.0,-1.6411838116116517,-0.18097124392048639,1
savoy cabbage raw,19,0.017,0.091,0.008,0.014,4.3,1.6,1.4,2.2,0.0,0.007,63.7,0.0,0.0,0.003,0.06,0.0,0.094,0.2,0.1,0.1,21.7,0.0,0.1,0.066,24.5,0.071,0.3,19.6,0.1,29.4,161.0,0.014,8.199,59.413,3.127,0.29473684210526313,0.9052631578947368,0.00805263157894737,51.4,2.705263157894737,1.375,5.352941176470588,-1.7375689162448338,-0.6580203227851594,1
celery raw,6,0.045,0.005,0.033,0.091,1.2,0.5,0.3,0.6,0.0,0.019,38.2,0.0,0.0,0.041,0.041,0.0,0.002,0.1,0.032,0.007,1.2,0.0,0.1,0.086,16.0,0.056,0.063,4.4,0.01,9.6,104.0,0.031,2.212,13.092,2.182,0.19999999999999998,0.7999999999999999,0.06749999999999999,10.863,1.8105,1.2,0.11111111111111112,-1.676245228391093,0.015914431609883997,1
zucchini raw,44,0.8,0.2,0.074,0.2,8.1,6.5,3.1,2.6,0.0,0.023,246.5,0.0,0.0,0.1,0.096,0.0,0.2,1.2,0.5,0.4,46.5,0.0,0.3,0.033,41.6,0.1,1.0,46.8,0.5,98.8,678.6,0.05,15.151,160.574,3.6494090909090913,0.2818181818181818,0.7363636363636363,0.16363636363636364,146.3,3.325,0.4,0.25,-1.3394191289294826,-0.47557616232200095,1
okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8,3.0,4.0,0.0,0.4,148.1,0.0,0.2,0.097,0.0,0.024,1.4,0.3,0.3,26.1,0.0,0.4,0.057,123.2,0.1,0.4,57.6,0.5,51.2,216.0,0.065,0.7,164.2,287.899,8.225685714285714,0.34285714285714286,0.8228571428571428,0.07714285714285714,273.6,7.817142857142858,1.0526315789473684,0.10666666666666667,-1.1336694123482858,-1.7997401286778916,0
spaghetti squash cooked,42,0.4,0.091,0.0,0.2,10.0,3.9,1.0,2.2,0.0,0.4,143.1,0.0,0.026,0.099,0.0,0.017,1.3,0.6,0.2,5.4,0.0,0.2,0.083,32.6,0.097,0.5,17.1,0.2,0.0,181.4,0.056,0.3,52.1,211.991,5.047404761904763,0.09523809523809523,0.9523809523809523,0.08571428571428572,198.5,4.726190476190476,0.5641025641025642,0.22749999999999998,-1.3944532711933566,-0.9931462788881154,1
white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8.0,3.4,2.8,0.0,0.082,75.0,0.0,0.0,0.099,0.093,0.0,0.05,1.7,0.8,0.1,6.4,0.0,0.037,0.017,2.1,0.052,0.6,31.9,0.2,94.8,259.6,0.056,30.302,131.6,1.3159999999999998,0.136,0.8959999999999999,0.135,101.8,1.018,0.35,0.13333333333333333,-0.8747412506386284,-0.1713662853363368,1
artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2,3.5,10.3,0.0,0.087,100.9,0.0,0.0,0.017,0.1,0.0,0.1,1.3,0.3,0.028,8.9,0.0,0.2,0.035,25.2,0.2,0.7,50.4,0.3,87.6,343.2,0.074,28.845,125.636,1.9630625,0.21875,0.89375,0.05625,97.19999999999999,1.5187499999999998,8.583333333333334,0.1475,-0.8729728931401428,-0.8725852993062947,1
avocado,432,39.6,5.7,26.5,4.9,23.0,1.8,5.4,18.1,0.0,0.045,197.7,0.0,0.0,0.2,0.2,0.0,0.4,4.7,3.8,0.7,27.0,0.0,5.6,0.078,32.4,0.5,1.5,78.3,0.4,140.4,1309.5,0.052,87.302,252.5,0.5844907407407407,0.05,0.21296296296296297,0.8250000000000001,168.9,0.3909722222222222,10.055555555555555,0.14393939393939395,3.1534589543045084,2.0823959353703296,2
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,160.0,0.0,0.2,0.077,0.0,0.5,1.6,0.1,0.3,66.6,0.0,0.0,0.9,464.4,0.4,1.3,41.4,0.9,81.0,518.4,0.005,0.5,552.2,579.285,9.987672413793103,0.39999999999999997,0.6206896551724138,0.2017241379310345,559.8,9.651724137931033,3.454545454545454,0.06538461538461539,-0.7203732995187463,-1.878584296664923,0
peas cooked,134,0.4,0.065,0.05,0.2,25.0,9.5,8.6,8.8,0.0,0.074,124.6,0.0,0.0,0.4,0.1,0.0,0.2,3.2,0.2,0.3,22.7,0.0,0.2,0.011,43.2,0.3,2.5,62.4,0.8,187.2,433.6,0.005,43.499,255.115,1.9038432835820895,0.25671641791044775,0.746268656716418,0.026865671641791045,212.39999999999998,1.5850746268656715,0.9263157894736843,0.1625,-0.3593374238080144,-0.8862418220053754,1
beets cooked,22,0.085,0.026,0.024,0.07,5.0,4.0,0.8,1.0,0.0,0.035,43.5,0.0,0.0,0.033,0.023,0.0,0.065,0.2,0.079,0.026,1.8,0.0,0.016,0.099,8.0,0.021,0.4,11.5,0.2,19.0,152.5,0.009,7.012,28.12,1.2781818181818183,0.14545454545454548,0.9090909090909091,0.034772727272727275,21.2,0.9636363636363636,0.25,0.30588235294117644,-1.577824012739058,-0.05976899655320388,1
shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3,0.1,0.1,0.0,0.059,0.087,0.0,0.0,0.044,0.02,0.0,0.013,0.018,0.05,0.096,0.4,0.0,0.093,0.043,1.6,0.082,0.021,0.9,0.088,2.7,14.9,0.032,1.07,4.188,1.396,0.13333333333333333,0.9333333333333332,0.039,3.1210000000000004,1.0403333333333336,0.33333333333333337,4.846153846153847,-1.8362970150687083,-0.007708295673111962,1
green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2,2.0,2.0,0.0,0.05,142.5,0.0,0.0,0.1,0.077,0.0,0.1,0.6,0.2,0.1,13.8,0.0,0.3,0.2,54.0,0.012,1.3,19.5,0.4,43.5,291.0,0.086,8.829,67.102,2.9174782608695655,0.34782608695652173,0.7478260869565218,0.0782608695652174,58.6,2.5478260869565217,1.6666666666666667,0.13499999999999998,-1.4732281628311117,-0.2801845669473191,1
kohlrabi cooked,48,0.2,0.041,0.004,0.094,11.0,4.6,3.0,1.8,0.0,0.035,149.0,0.0,0.0,0.013,0.029,0.0,0.037,0.6,0.3,0.3,89.1,0.0,0.9,0.008,41.3,0.2,0.7,31.4,0.2,74.3,561.0,0.037,16.506,180.039,3.7508125,0.25,0.9166666666666666,0.0375,164.1,3.4187499999999997,0.391304347826087,0.205,-1.7247274299624304,-1.0157808165689326,1
prairie turnips boiled,18,0.086,0.0,0.0,0.0,4.2,0.7,0.2,1.0,0.0,0.012,9.5,0.0,0.009,0.0,0.0,0.041,0.088,0.0,0.026,0.3,0.0,0.0,0.0,14.4,0.045,0.1,6.9,0.008,2.8,15.1,0.0,0.035,20.299,27.4,1.5222222222222221,0.044444444444444446,0.9333333333333333,0.043,22.0,1.2222222222222223,1.4285714285714286,0.0,-1.6542760156903322,-0.09130074816366339,1
broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5,3.3,2.4,0.0,0.077,77.7,0.0,0.0,0.1,0.004,0.0,0.1,1.7,0.4,0.2,31.5,0.0,2.2,0.2,100.3,0.06,1.1,23.0,0.3,69.7,291.6,0.069,9.289,110.903,5.281095238095238,0.6285714285714286,0.5142857142857143,0.17142857142857143,102.30000000000001,4.871428571428572,4.8,0.21499999999999997,-1.3737544450534658,-0.4890850761582001,1
summer squash cooked,49,1.0,0.2,0.031,0.3,9.9,6.4,2.7,2.9,0.0,0.036,245.1,0.0,0.1,0.1,0.095,0.0,0.023,1.3,0.4,0.2,30.2,0.0,0.3,0.028,57.2,0.3,1.0,41.6,0.6,75.4,460.2,0.032,17.09,122.631,2.502673469387755,0.22040816326530613,0.8081632653061225,0.1836734693877551,106.60000000000001,2.175510204081633,0.45312499999999994,0.2,-1.245736231114136,-0.24548116632922437,1
taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6,0.7,6.7,0.0,0.055,84.2,0.0,0.0,0.1,0.042,0.0,0.002,0.7,0.4,0.4,6.6,0.0,3.9,0.073,23.8,0.3,1.0,39.6,0.6,100.3,638.9,0.005,53.993,161.132,0.861668449197861,0.014973262032085561,0.9775401069518718,0.004812834224598931,107.89999999999999,0.5770053475935828,11.166666666666668,0.12,-0.629101579574483,-0.7854169233218092,1
spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5,0.4,0.5,0.0,0.048,18.0,0.0,0.0,0.025,0.06,0.0,0.043,0.1,0.097,0.055,3.8,0.0,0.1,0.006,14.4,0.057,0.3,4.0,0.09,7.4,55.2,0.056,2.554,14.015,2.3358333333333334,0.26666666666666666,1.0,0.11549999999999999,11.5,1.9166666666666667,1.0,0.37662337662337664,-1.7572889975516939,-0.2029517606196799,1
hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6,2.8,5.5,0.0,0.5,173.1,0.0,0.0,0.084,0.001,0.0,0.064,0.6,0.6,0.2,12.4,0.0,0.2,0.029,19.0,0.095,0.5,24.7,0.2,26.6,406.6,0.053,21.554,60.54200000000001,1.0621403508771932,0.19649122807017544,0.8631578947368421,0.11052631578947368,39.5,0.6929824561403509,0.9821428571428572,0.14285714285714288,-1.0736105112315901,-0.2196530278900006,1
jalapeno pepper,4,0.002,0.06,0.018,0.095,0.9,0.6,0.1,0.4,0.0,0.028,12.8,0.0,0.0,0.066,0.048,0.0,0.023,0.2,0.074,0.079,16.6,0.0,0.5,0.011,1.7,0.045,0.033,2.1,0.059,3.6,34.7,0.069,1.593,21.806000000000004,5.451500000000001,0.1,0.9,0.0045000000000000005,20.233000000000004,5.058250000000001,0.6666666666666667,30.0,-2.3727352762670657,-0.986785496828683,1
new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5,2.3,2.5,0.0,0.6,170.6,0.0,0.022,0.038,0.0,0.2,0.7,0.5,0.4,28.8,0.0,2.2,0.5,86.4,0.1,1.2,57.6,0.9,39.6,183.6,0.055,0.6,125.3,249.95499999999998,11.361590909090909,0.41818181818181815,0.6909090909090909,0.12272727272727271,241.2,10.963636363636363,5.0,0.09,-1.371237524398924,-2.0314621964725457,0
spirulina dried,20,0.5,0.2,0.019,0.1,1.7,0.2,4.0,0.3,0.0,0.031,0.3,0.0,0.2,0.014,0.0,0.3,0.9,0.2,0.037,0.7,0.0,0.4,0.08,8.4,0.4,2.0,13.7,0.1,8.3,95.4,0.03,0.1,17.6,115.41900000000001,5.770950000000001,0.8,0.33999999999999997,0.225,109.10000000000001,5.455,1.4999999999999998,0.4,-1.144218418122895,-0.15510427940938928,1
zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1,2.1,1.8,0.0,0.077,171.4,0.0,0.008,0.097,0.0,0.039,0.9,0.5,0.1,23.2,0.0,0.2,0.075,32.4,0.075,0.7,34.2,0.3,66.6,475.2,0.025,0.6,65.6,518.595,19.207222222222224,0.3111111111111111,0.7111111111111111,0.19999999999999998,509.4,18.866666666666667,0.5806451612903226,0.16666666666666669,-1.5948477880800056,-3.427440693187214,0
green olives pickled,4,0.4,0.064,0.3,0.047,0.1,0.051,0.073,0.057,0.0,0.1,2.0,0.0,0.0,0.068,0.033,0.0,0.088,0.062,0.078,0.012,0.0,0.0,0.1,0.072,1.4,0.071,0.045,0.3,0.0,0.1,1.1,0.017,0.801,0.786,0.1965,0.073,0.1,0.9,0.14500000000000002,0.036250000000000004,1.1176470588235294,0.16,-0.8431533673327823,2.666500226833566,1
grape leaves,13,0.3,0.085,0.063,0.1,2.4,0.9,0.8,1.5,0.0,0.005,10.3,0.0,0.041,0.061,0.0,0.027,0.3,0.034,0.02,1.6,0.0,0.3,0.035,50.8,0.03,0.4,13.3,0.4,12.7,38.1,0.092,0.007,57.8,56.348,4.334461538461539,0.24615384615384617,0.7384615384615384,0.20769230769230768,51.400000000000006,3.9538461538461545,1.6666666666666665,0.2833333333333334,-1.482156706817678,-0.2255083944473044,1
dill pickled cucumber,17,0.2,0.08,0.055,0.065,3.7,1.9,0.9,1.6,0.0,1.3,134.9,0.0,0.098,0.029,0.0,0.096,0.1,0.048,0.046,1.1,0.0,0.1,0.026,60.1,0.059,0.5,10.0,0.065,17.2,131.6,0.025,0.2,68.1,148.0,8.705882352941176,0.21176470588235294,0.8705882352941177,0.10588235294117647,141.6,8.329411764705881,0.8421052631578948,0.39999999999999997,-1.7278712248646717,-1.419744530533486,0
banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6,0.5,1.1,0.0,0.039,30.3,0.0,0.04,0.082,0.0,0.064,0.4,0.098,0.1,27.3,0.0,0.2,0.033,4.6,0.058,0.2,5.6,0.028,10.6,84.5,0.032,0.097,35.6,93.689,10.409888888888888,0.2222222222222222,0.8,0.1,90.1,10.011111111111111,1.8333333333333335,0.17999999999999997,-1.9042689093680814,-1.5567873085753827,0
oriental radish raw,61,0.3,0.1,0.01,0.2,13.9,8.5,2.0,5.4,0.0,0.014,319.8,0.0,0.006,0.073,0.0,0.035,0.7,0.5,0.2,74.4,0.0,0.0,0.059,91.3,0.4,1.4,54.1,0.1,77.7,767.3,0.096,0.5,188.7,843.01,13.81983606557377,0.13114754098360656,0.9114754098360656,0.04426229508196721,821.4,13.465573770491803,0.6352941176470589,0.33333333333333337,-0.9159086952544433,-3.4876798105367004,0
rhubarb raw,11,0.1,0.043,0.018,0.045,2.3,0.6,0.5,0.9,0.0,0.058,47.7,0.0,0.0,0.079,0.022,0.0,0.058,0.2,0.019,0.042,4.1,0.0,0.1,0.058,43.9,0.018,0.1,6.1,0.026,7.1,146.9,0.003,4.017,15.105999999999998,1.3732727272727272,0.18181818181818182,0.8363636363636363,0.08181818181818182,11.299999999999999,1.0272727272727271,1.5,0.42999999999999994,-1.6297343977451684,0.10837001329336254,1
mung bean sprouts raw,6,0.044,0.036,0.026,0.085,1.2,0.8,0.6,0.4,0.0,0.08,18.1,0.0,0.0,0.09,0.093,0.0,0.006,0.1,0.075,0.033,2.6,0.0,0.023,0.069,2.6,0.072,0.2,4.2,0.061,10.8,29.8,0.04,2.418,15.947,2.657833333333333,0.39999999999999997,0.7999999999999999,0.06599999999999999,13.600000000000001,2.266666666666667,0.5,0.8181818181818181,-1.6698205790247653,-0.13877839861198157,1
onion cooked,7,0.034,0.095,0.098,0.092,1.5,0.7,0.2,0.2,0.0,0.04,13.2,0.0,0.0,0.048,0.07,0.0,0.026,0.044,0.072,0.078,0.8,0.0,0.022,0.084,3.3,0.067,0.069,1.7,0.084,5.3,24.9,0.055,2.171,8.354,1.1934285714285713,0.1142857142857143,0.8571428571428571,0.04371428571428572,6.169,0.8812857142857142,0.28571428571428575,2.7941176470588234,-1.730625192203556,0.13282174800673213,1
swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4,0.6,0.6,0.0,0.089,33.4,0.0,0.02,0.007,0.0,0.052,0.1,0.057,0.045,10.8,0.0,0.7,0.3,18.4,0.073,0.6,29.2,0.1,16.6,136.4,0.047,0.1,32.314,168.27,24.03857142857143,0.34285714285714286,0.7428571428571429,0.054,165.6,23.657142857142855,1.4999999999999998,1.5476190476190477,-2.4114201907740545,-4.2064083399323104,0
peas raw,117,0.6,0.1,0.086,0.3,21.0,8.2,7.9,7.4,0.0,0.017,114.3,0.0,0.4,0.021,0.0,0.2,3.0,0.2,0.2,58.0,0.0,0.2,0.077,36.3,0.3,2.1,47.9,0.6,156.6,353.8,0.067,1.8,133.3,438.486,3.74774358974359,0.2700854700854701,0.717948717948718,0.04615384615384615,401.7,3.433333333333333,0.902439024390244,0.16666666666666669,-0.17203624953921862,-1.273457803763971,1
cabbage cooked,35,0.019,0.0,0.012,0.061,8.3,4.2,1.9,2.9,0.0,0.011,138.9,0.0,0.0,0.063,0.031,0.0,0.042,0.4,0.3,0.2,56.3,0.0,0.2,0.2,72.0,0.067,0.3,22.5,0.3,49.5,294.0,0.023,13.566,119.273,3.4078,0.21714285714285714,0.9485714285714286,0.004885714285714285,106.1,3.031428571428571,0.6904761904761905,0.0,-1.6922005433374794,-0.9312016384436055,1
leeks cooked,38,0.2,0.086,0.098,0.1,9.4,2.6,1.0,1.2,0.0,0.067,112.6,0.0,0.007,0.066,0.0,0.095,0.2,0.009,0.1,5.2,0.0,0.6,0.055,37.2,0.038,1.4,17.4,0.3,21.1,107.9,0.004,0.057,55.6,137.184,3.6101052631578945,0.10526315789473684,0.9894736842105264,0.04736842105263158,125.30000000000001,3.297368421052632,0.4615384615384615,0.42999999999999994,-1.494007898202857,-0.7147514447729885,1
split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7,16.3,16.3,0.0,0.5,136.2,0.0,0.4,0.1,0.0,0.1,1.7,1.2,0.086,0.8,0.0,0.028,0.063,27.4,0.4,2.5,70.6,0.8,194.0,709.5,0.059,2.0,104.3,853.5,3.7599118942731278,0.2872246696035242,0.7083700440528635,0.03171806167400881,780.1,3.4365638766519826,2.8596491228070176,0.125,1.2475910440345157,-2.3561322101343567,0
sweet corn yellow,58,0.4,0.029,0.1,0.2,14.2,2.6,4.1,1.5,0.0,0.05,55.9,0.0,0.0,0.079,0.016,0.0,0.093,0.9,0.5,0.068,5.9,0.0,0.086,0.0,3.7,0.075,0.3,16.8,0.014,46.7,135.8,0.029,20.347,73.029,1.2591206896551723,0.2827586206896551,0.9793103448275862,0.06206896551724138,52.900000000000006,0.9120689655172415,0.5769230769230769,0.0725,-1.2687444336856943,-0.26971256975725194,1
asparagus raw,2,0.037,0.012,0.0,0.083,0.5,0.2,0.3,0.3,0.0,0.047,11.2,0.0,0.0,0.073,0.064,0.0,0.061,0.1,0.004,0.067,0.7,0.0,0.1,0.088,2.9,0.039,0.3,1.7,0.068,6.2,24.2,0.058,1.326,8.395,4.1975,0.6,1.0,0.16649999999999998,7.2,3.6,1.4999999999999998,0.32432432432432434,-1.7705882228047936,-0.5317310648941582,1
swiss chard cooked,35,0.1,0.0,0.0,0.0,7.2,1.9,3.3,3.7,0.0,0.7,162.1,0.0,0.01,0.076,0.0,0.2,0.6,0.3,0.1,31.5,0.0,3.3,0.6,101.5,0.3,4.0,150.5,0.6,57.8,960.8,0.083,0.6,151.3,1125.5,32.15714285714286,0.3771428571428571,0.8228571428571428,0.025714285714285714,1111.3,31.75142857142857,1.9473684210526319,0.0,-1.3381613137456303,-7.234851007725842,0
nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2.0,3.0,0.0,0.087,140.5,0.0,0.043,0.042,0.0,0.039,0.4,0.2,0.004,7.9,0.0,0.0,0.031,244.4,0.05,0.7,70.0,0.6,23.8,290.6,0.043,0.3,262.963,370.64200000000005,16.84736363636364,0.36363636363636365,0.890909090909091,0.0012272727272727272,360.6,16.39090909090909,1.7647058823529411,21.333333333333332,-1.893854559763564,-3.743348851796366,0
chinese cabbage pak choi raw,9,0.1,0.013,0.03,0.034,1.5,0.8,1.1,0.7,0.0,0.087,66.7,0.0,0.035,0.088,0.0,0.059,0.4,0.077,0.1,31.5,0.0,0.068,0.079,73.5,0.021,0.6,13.3,0.1,25.9,176.4,0.083,0.1,109.0,193.077,21.453,0.48888888888888893,0.6666666666666666,0.1,189.70000000000002,21.07777777777778,0.8749999999999999,0.12999999999999998,-2.2034231169426683,-3.591442582942684,0
green chili pepper,18,0.097,0.067,0.088,0.034,4.3,2.3,0.9,0.7,0.0,0.023,39.5,0.0,0.0,0.051,0.041,0.0,0.035,0.4,0.073,0.1,109.1,0.0,0.3,0.017,8.1,0.059,0.5,11.3,0.1,20.7,153.0,0.055,6.188,136.38899999999998,7.577166666666666,0.2,0.9555555555555555,0.0485,130.29999999999998,7.238888888888888,0.30434782608695654,0.6907216494845361,-2.3072466184710483,-1.6332957203848408,1
mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4,1.8,3.4,0.0,0.021,110.8,0.0,0.1,0.057,0.0,0.093,0.7,0.6,0.2,3.5,0.0,0.3,0.078,35.4,0.1,0.6,16.3,0.3,46.2,568.5,0.056,0.4,67.0,612.289,6.7284505494505495,0.07912087912087912,0.9758241758241758,0.00989010989010989,584.8,6.426373626373626,8.5,0.15,-1.0067032178138684,-1.9448849876359777,0
parsnips cooked,114,0.5,0.081,0.2,0.018,27.2,7.7,2.1,6.4,0.0,0.021,128.4,0.0,0.0,0.1,0.037,0.0,0.01,1.2,0.9,0.1,20.8,0.0,1.6,0.065,59.2,0.2,0.9,46.4,0.5,110.4,587.2,0.056,36.576,168.09900000000002,1.4745526315789474,0.0736842105263158,0.9543859649122807,0.039473684210526314,132.1,1.1587719298245613,0.8311688311688312,0.162,-0.886414954660494,-0.736352436690693,1
sweet green peppers cooked,19,0.1,0.037,0.031,0.039,4.5,2.3,0.7,0.9,0.0,0.2,67.1,0.0,0.055,0.092,0.0,0.033,0.3,0.087,0.2,54.3,0.0,0.4,0.067,6.6,0.092,0.3,7.3,0.032,13.1,121.2,0.09,0.009,67.4,134.707,7.089842105263157,0.14736842105263157,0.9473684210526315,0.04736842105263158,128.5,6.7631578947368425,0.391304347826087,0.36999999999999994,-1.7844865742212268,-1.2398731432974757,1
white corn raw,143,2.0,0.3,0.6,0.9,31.6,5.3,5.3,4.5,0.0,0.088,126.1,0.0,0.0,0.3,0.096,0.0,0.065,2.8,0.7,0.08,11.3,0.0,0.1,0.081,3.3,0.5,0.9,61.4,0.8,147.7,448.2,0.096,43.973,203.1,1.4202797202797202,0.14825174825174825,0.883916083916084,0.1258741258741259,159.89999999999998,1.118181818181818,0.8490566037735849,0.15,-0.5269858110453675,-0.3983954831337967,1
rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4,8.3,17.8,0.0,0.061,690.4,0.0,0.7,0.2,0.0,0.3,5.4,1.2,0.8,193.0,0.0,2.3,0.048,332.0,0.2,3.4,154.4,1.0,409.2,2354.6,0.041,1.9,622.2,2602.7,9.10034965034965,0.11608391608391609,0.9300699300699301,0.037762237762237756,2509.0,8.772727272727273,0.5174418604651163,0.16666666666666669,2.900417388500796,-5.506698692482073,0
jalapeno peppers canned,37,1.3,0.1,0.031,0.7,6.4,2.9,1.3,3.5,0.0,2.3,120.9,0.0,0.017,0.092,0.0,0.046,0.5,0.6,0.3,13.6,0.0,0.9,0.06,31.3,0.2,2.6,20.4,0.2,24.5,262.5,0.03,0.5,60.0,294.931,7.971108108108107,0.14054054054054055,0.6918918918918919,0.31621621621621626,282.9,7.645945945945945,1.206896551724138,0.07692307692307693,-1.1345993428071857,-0.9739744078978501,1
pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1,2.7,7.1,0.0,0.6,220.4,0.0,0.092,0.015,0.0,0.1,0.9,1.0,0.1,10.3,0.0,2.6,0.067,63.7,0.3,3.4,56.4,0.4,85.8,504.7,0.064,0.4,107.7,591.23,7.123253012048193,0.13012048192771086,0.9542168674698795,0.07590361445783132,561.1,6.760240963855422,0.8765432098765432,0.5714285714285715,-0.583290536485002,-2.186295899597351,0
sweet mashed potato canned,258,0.5,0.1,0.042,0.2,59.1,13.9,5.0,4.3,0.0,0.2,188.4,0.0,0.076,0.05,0.0,0.2,2.4,1.3,0.6,13.3,0.0,2.8,0.058,76.5,0.7,3.4,61.2,2.5,132.6,535.5,0.016,0.5,162.1,665.442,2.579232558139535,0.07751937984496124,0.9162790697674419,0.01744186046511628,596.7,2.312790697674419,0.3093525179856115,0.2,0.39026570729788196,-1.544664075149695,1
hominy canned,119,1.5,0.2,0.4,0.7,23.5,3.0,2.4,4.1,0.0,0.6,136.2,0.0,0.055,0.084,0.0,0.066,0.003,0.3,0.032,0.0,0.0,0.037,0.026,16.5,0.081,1.0,26.4,0.1,57.8,14.9,0.03,1.7,49.0,72.6,0.6100840336134453,0.08067226890756302,0.7899159663865546,0.1134453781512605,41.3,0.34705882352941175,1.3666666666666665,0.13333333333333333,-0.694932924143976,-0.00826568123118601,1
